concept,frequency,num texts,tf-idf,corpus tf-idf,filename
formulary,2,1,4.9513426,4.9513426,pubmed_small#145
badimon,2,1,4.9513426,4.9513426,pubmed_small#284
exon,2,1,4.9513426,4.9513426,pubmed_small#138
nse,2,1,4.9513426,4.9513426,pubmed_small#185
flanking,2,1,4.9513426,4.9513426,pubmed_small#52
uncomplicated,2,1,4.9513426,4.9513426,pubmed_small#271
nitrendipine,2,1,4.9513426,4.9513426,pubmed_small#66
internuclear,2,1,4.9513426,4.9513426,pubmed_small#94
urethra,2,1,4.9513426,4.9513426,pubmed_small#57
habitual,2,1,4.9513426,4.9513426,pubmed_small#152
sexual,2,1,4.9513426,4.9513426,pubmed_small#119
vo,2,1,4.9513426,4.9513426,pubmed_small#286
agonist,2,1,4.9513426,4.9513426,pubmed_small#241
anomalies,2,1,4.9513426,4.9513426,pubmed_small#19
pleural,2,1,4.9513426,4.9513426,pubmed_small#97
losses,2,1,4.9513426,4.9513426,pubmed_small#242
li,2,1,4.9513426,4.9513426,pubmed_small#226
vesical,2,1,4.9513426,4.9513426,pubmed_small#22
interleukin,2,1,4.9513426,4.9513426,pubmed_small#267
ng,2,1,4.9513426,4.9513426,pubmed_small#282
hypotension,2,1,4.9513426,4.9513426,pubmed_small#64
mu,2,1,4.9513426,4.9513426,pubmed_small#290
enkephalins,2,1,4.9513426,4.9513426,pubmed_small#108
metoprolol,2,1,4.9513426,4.9513426,pubmed_small#2
etoposide,2,1,4.9513426,4.9513426,pubmed_small#289
surrounding,2,1,4.9513426,4.9513426,pubmed_small#133
percentile,2,1,4.9513426,4.9513426,pubmed_small#260
provoke,2,1,4.9513426,4.9513426,pubmed_small#256
hydroureter,2,1,4.9513426,4.9513426,pubmed_small#57
ayhan,2,1,4.9513426,4.9513426,pubmed_small#264
quadrants,2,1,4.9513426,4.9513426,pubmed_small#192
capacities,2,1,4.9513426,4.9513426,pubmed_small#241
kit,2,1,4.9513426,4.9513426,pubmed_small#181
sulfonated,2,1,4.9513426,4.9513426,pubmed_small#33
endoprosthesis,2,1,4.9513426,4.9513426,pubmed_small#299
intrapetrous,2,1,4.9513426,4.9513426,pubmed_small#126
mural,2,1,4.9513426,4.9513426,pubmed_small#118
mitoxantrone,2,1,4.9513426,4.9513426,pubmed_small#289
castrated,2,1,4.9513426,4.9513426,pubmed_small#240
ethanol,2,1,4.9513426,4.9513426,pubmed_small#221
asexual,2,1,4.9513426,4.9513426,pubmed_small#77
acog,2,1,4.9513426,4.9513426,pubmed_small#190
rhinosinusitis,2,1,4.9513426,4.9513426,pubmed_small#62
carriage,2,1,4.9513426,4.9513426,pubmed_small#157
gestational,2,1,4.9513426,4.9513426,pubmed_small#19
automated,2,1,4.9513426,4.9513426,pubmed_small#163
max,2,1,4.9513426,4.9513426,pubmed_small#286
methylene,2,1,4.9513426,4.9513426,pubmed_small#216
puff,2,1,4.9513426,4.9513426,pubmed_small#195
replaced,2,1,4.9513426,4.9513426,pubmed_small#221
membranes,2,1,4.9513426,4.9513426,pubmed_small#241
khatib,2,1,4.9513426,4.9513426,pubmed_small#98
immunoradiometric,2,1,4.9513426,4.9513426,pubmed_small#183
nitrosamines,2,1,4.9513426,4.9513426,pubmed_small#245
strains,2,1,4.9513426,4.9513426,pubmed_small#245
spherulosis,2,1,4.9513426,4.9513426,pubmed_small#133
beat,2,1,4.9513426,4.9513426,pubmed_small#83
niacin,2,1,4.9513426,4.9513426,pubmed_small#145
strength,2,1,4.9513426,4.9513426,pubmed_small#165
lip,2,1,4.9513426,4.9513426,pubmed_small#51
ventricles,2,1,4.9513426,4.9513426,pubmed_small#3
stool,2,1,4.9513426,4.9513426,pubmed_small#7
papua,2,1,4.9513426,4.9513426,pubmed_small#157
antral,2,2,4.3492823,4.3492823,"pubmed_small#36,pubmed_small#72"
adrenoceptors,2,2,4.3492823,4.3492823,"pubmed_small#2,pubmed_small#255"
widespread,2,2,4.3492823,4.3492823,"pubmed_small#72,pubmed_small#94"
serving,2,2,4.3492823,4.3492823,"pubmed_small#197,pubmed_small#240"
pharmacologic,2,2,4.3492823,4.3492823,"pubmed_small#191,pubmed_small#284"
participate,2,2,4.3492823,4.3492823,"pubmed_small#102,pubmed_small#269"
continue,2,2,4.3492823,4.3492823,"pubmed_small#253,pubmed_small#284"
extends,2,2,4.3492823,4.3492823,"pubmed_small#156,pubmed_small#167"
histories,2,2,4.3492823,4.3492823,"pubmed_small#192,pubmed_small#30"
respect,2,2,4.3492823,4.3492823,"pubmed_small#169,pubmed_small#77"
intravenously,2,2,4.3492823,4.3492823,"pubmed_small#267,pubmed_small#33"
aid,2,2,4.3492823,4.3492823,"pubmed_small#171,pubmed_small#4"
difficulty,2,2,4.3492823,4.3492823,"pubmed_small#152,pubmed_small#57"
labeling,2,2,4.3492823,4.3492823,"pubmed_small#108,pubmed_small#273"
organisms,2,2,4.3492823,4.3492823,"pubmed_small#226,pubmed_small#256"
allowing,2,2,4.3492823,4.3492823,"pubmed_small#190,pubmed_small#217"
bass,2,2,4.3492823,4.3492823,"pubmed_small#160,pubmed_small#275"
fifth,2,2,4.3492823,4.3492823,"pubmed_small#292,pubmed_small#49"
opioid,2,2,4.3492823,4.3492823,"pubmed_small#223,pubmed_small#240"
colonic,2,2,4.3492823,4.3492823,"pubmed_small#143,pubmed_small#56"
committee,2,2,4.3492823,4.3492823,"pubmed_small#190,pubmed_small#253"
fivefold,2,2,4.3492823,4.3492823,"pubmed_small#157,pubmed_small#2"
apparent,2,2,4.3492823,4.3492823,"pubmed_small#241,pubmed_small#67"
etiologic,2,2,4.3492823,4.3492823,"pubmed_small#235,pubmed_small#34"
bail,2,2,4.3492823,4.3492823,"pubmed_small#299,pubmed_small#6"
immunoreactive,2,2,4.3492823,4.3492823,"pubmed_small#183,pubmed_small#267"
postulated,2,2,4.3492823,4.3492823,"pubmed_small#148,pubmed_small#71"
cumulative,2,2,4.3492823,4.3492823,"pubmed_small#213,pubmed_small#25"
cadaver,2,2,4.3492823,4.3492823,"pubmed_small#168,pubmed_small#212"
prominent,2,2,4.3492823,4.3492823,"pubmed_small#265,pubmed_small#94"
valuable,2,2,4.3492823,4.3492823,"pubmed_small#149,pubmed_small#22"
bank,2,2,4.3492823,4.3492823,"pubmed_small#222,pubmed_small#36"
distinguished,2,2,4.3492823,4.3492823,"pubmed_small#205,pubmed_small#295"
activated,2,2,4.3492823,4.3492823,"pubmed_small#223,pubmed_small#84"
cytoplasmic,2,2,4.3492823,4.3492823,"pubmed_small#296,pubmed_small#86"
ag,2,2,4.3492823,4.3492823,"pubmed_small#194,pubmed_small#251"
ae,2,2,4.3492823,4.3492823,"pubmed_small#250,pubmed_small#99"
ad,2,2,4.3492823,4.3492823,"pubmed_small#140,pubmed_small#23"
bk,2,2,4.3492823,4.3492823,"pubmed_small#165,pubmed_small#244"
investigations,2,2,4.3492823,4.3492823,"pubmed_small#245,pubmed_small#6"
bw,2,2,4.3492823,4.3492823,"pubmed_small#39,pubmed_small#4"
irradiation,2,2,4.3492823,4.3492823,"pubmed_small#179,pubmed_small#96"
ar,2,2,4.3492823,4.3492823,"pubmed_small#239,pubmed_small#267"
bd,2,2,4.3492823,4.3492823,"pubmed_small#173,pubmed_small#267"
bh,2,2,4.3492823,4.3492823,"pubmed_small#283,pubmed_small#299"
ej,2,2,4.3492823,4.3492823,"pubmed_small#111,pubmed_small#200"
ee,2,2,4.3492823,4.3492823,"pubmed_small#21,pubmed_small#248"
ed,2,2,4.3492823,4.3492823,"pubmed_small#162,pubmed_small#212"
dr,2,2,4.3492823,4.3492823,"pubmed_small#242,pubmed_small#46"
angiographic,2,2,4.3492823,4.3492823,"pubmed_small#203,pubmed_small#299"
dl,2,2,4.3492823,4.3492823,"pubmed_small#125,pubmed_small#286"
understanding,2,2,4.3492823,4.3492823,"pubmed_small#136,pubmed_small#95"
dg,2,2,4.3492823,4.3492823,"pubmed_small#140,pubmed_small#70"
dd,2,2,4.3492823,4.3492823,"pubmed_small#242,pubmed_small#42"
db,2,2,4.3492823,4.3492823,"pubmed_small#142,pubmed_small#45"
art,2,2,4.3492823,4.3492823,"pubmed_small#13,pubmed_small#152"
gd,2,2,4.3492823,4.3492823,"pubmed_small#190,pubmed_small#286"
gc,2,2,4.3492823,4.3492823,"pubmed_small#226,pubmed_small#80"
fj,2,2,4.3492823,4.3492823,"pubmed_small#10,pubmed_small#9"
bilaterally,2,2,4.3492823,4.3492823,"pubmed_small#167,pubmed_small#73"
ij,2,2,4.3492823,4.3492823,"pubmed_small#153,pubmed_small#168"
ha,2,2,4.3492823,4.3492823,"pubmed_small#260,pubmed_small#39"
ho,2,2,4.3492823,4.3492823,"pubmed_small#136,pubmed_small#56"
gr,2,2,4.3492823,4.3492823,"pubmed_small#176,pubmed_small#287"
possibly,2,2,4.3492823,4.3492823,"pubmed_small#256,pubmed_small#86"
gw,2,2,4.3492823,4.3492823,"pubmed_small#194,pubmed_small#51"
syngeneic,2,2,4.3492823,4.3492823,"pubmed_small#250,pubmed_small#27"
cytokine,2,2,4.3492823,4.3492823,"pubmed_small#193,pubmed_small#267"
kj,2,2,4.3492823,4.3492823,"pubmed_small#197,pubmed_small#299"
kk,2,2,4.3492823,4.3492823,"pubmed_small#141,pubmed_small#273"
relevant,2,2,4.3492823,4.3492823,"pubmed_small#171,pubmed_small#239"
curtis,2,2,4.3492823,4.3492823,"pubmed_small#13,pubmed_small#218"
capable,2,2,4.3492823,4.3492823,"pubmed_small#83,pubmed_small#9"
castration,2,2,4.3492823,4.3492823,"pubmed_small#191,pubmed_small#240"
cultural,2,2,4.3492823,4.3492823,"pubmed_small#152,pubmed_small#248"
shaw,2,2,4.3492823,4.3492823,"pubmed_small#183,pubmed_small#267"
catheters,2,2,4.3492823,4.3492823,"pubmed_small#245,pubmed_small#69"
hypertrophied,2,2,4.3492823,4.3492823,"pubmed_small#296,pubmed_small#3"
contralateral,2,2,4.3492823,4.3492823,"pubmed_small#197,pubmed_small#296"
cultures,2,2,4.3492823,4.3492823,"pubmed_small#267,pubmed_small#80"
generally,2,2,4.3492823,4.3492823,"pubmed_small#193,pubmed_small#258"
immunoperoxidase,2,2,4.3492823,4.3492823,"pubmed_small#202,pubmed_small#269"
arteriography,2,2,4.3492823,4.3492823,"pubmed_small#163,pubmed_small#70"
hypothalamus,2,2,4.3492823,4.3492823,"pubmed_small#240,pubmed_small#265"
luteinizing,2,2,4.3492823,4.3492823,"pubmed_small#221,pubmed_small#260"
professionals,2,2,4.3492823,4.3492823,"pubmed_small#181,pubmed_small#19"
read,2,2,4.3492823,4.3492823,"pubmed_small#153,pubmed_small#39"
surgeons,2,2,4.3492823,4.3492823,"pubmed_small#34,pubmed_small#82"
recognition,2,2,4.3492823,4.3492823,"pubmed_small#102,pubmed_small#217"
decreases,2,2,4.3492823,4.3492823,"pubmed_small#152,pubmed_small#3"
leading,2,2,4.3492823,4.3492823,"pubmed_small#110,pubmed_small#184"
locally,2,2,4.3492823,4.3492823,"pubmed_small#269,pubmed_small#299"
illness,2,2,4.3492823,4.3492823,"pubmed_small#206,pubmed_small#34"
infarcts,2,2,4.3492823,4.3492823,"pubmed_small#73,pubmed_small#92"
lymphocyte,2,2,4.3492823,4.3492823,"pubmed_small#140,pubmed_small#31"
cirrhosis,2,2,4.3492823,4.3492823,"pubmed_small#115,pubmed_small#37"
upstream,2,2,4.3492823,4.3492823,"pubmed_small#52,pubmed_small#68"
stimulating,2,2,4.3492823,4.3492823,"pubmed_small#20,pubmed_small#260"
greenberg,2,2,4.3492823,4.3492823,"pubmed_small#36,pubmed_small#9"
granulomatosis,2,2,4.3492823,4.3492823,"pubmed_small#211,pubmed_small#217"
necrotic,2,2,4.3492823,4.3492823,"pubmed_small#163,pubmed_small#86"
leukocytes,2,2,4.3492823,4.3492823,"pubmed_small#119,pubmed_small#283"
lost,2,2,4.3492823,4.3492823,"pubmed_small#139,pubmed_small#3"
adrenocortical,2,2,4.3492823,4.3492823,"pubmed_small#260,pubmed_small#96"
build,2,2,4.3492823,4.3492823,"pubmed_small#294,pubmed_small#55"
rest,2,2,4.3492823,4.3492823,"pubmed_small#274,pubmed_small#28"
visually,2,2,4.3492823,4.3492823,"pubmed_small#163,pubmed_small#276"
composed,2,2,4.3492823,4.3492823,"pubmed_small#19,pubmed_small#194"
regard,2,2,4.3492823,4.3492823,"pubmed_small#152,pubmed_small#299"
etiology,2,2,4.3492823,4.3492823,"pubmed_small#155,pubmed_small#84"
institution,2,2,4.3492823,4.3492823,"pubmed_small#206,pubmed_small#260"
medicine,2,2,4.3492823,4.3492823,"pubmed_small#207,pubmed_small#78"
huntington,2,2,4.3492823,4.3492823,"pubmed_small#233,pubmed_small#45"
characterize,2,2,4.3492823,4.3492823,"pubmed_small#138,pubmed_small#75"
manifestation,2,2,4.3492823,4.3492823,"pubmed_small#199,pubmed_small#94"
blind,2,2,4.3492823,4.3492823,"pubmed_small#25,pubmed_small#281"
suggestive,2,2,4.3492823,4.3492823,"pubmed_small#156,pubmed_small#86"
families,2,2,4.3492823,4.3492823,"pubmed_small#212,pubmed_small#260"
davis,2,2,4.3492823,4.3492823,"pubmed_small#245,pubmed_small#80"
follicle,2,2,4.3492823,4.3492823,"pubmed_small#20,pubmed_small#260"
systematically,2,2,4.3492823,4.3492823,"pubmed_small#183,pubmed_small#32"
beusekom,2,2,4.3492823,4.3492823,"pubmed_small#283,pubmed_small#299"
foster,2,2,4.3492823,4.3492823,"pubmed_small#162,pubmed_small#89"
believe,2,2,4.3492823,4.3492823,"pubmed_small#56,pubmed_small#79"
electrophoresis,2,2,4.3492823,4.3492823,"pubmed_small#226,pubmed_small#241"
normalized,2,2,4.3492823,4.3492823,"pubmed_small#184,pubmed_small#273"
lumen,2,2,4.3492823,4.3492823,"pubmed_small#199,pubmed_small#203"
substantially,2,2,4.3492823,4.3492823,"pubmed_small#190,pubmed_small#68"
simultaneously,2,2,4.3492823,4.3492823,"pubmed_small#228,pubmed_small#38"
configuration,2,2,4.3492823,4.3492823,"pubmed_small#167,pubmed_small#22"
multivariate,2,2,4.3492823,4.3492823,"pubmed_small#236,pubmed_small#42"
examples,2,2,4.3492823,4.3492823,"pubmed_small#13,pubmed_small#158"
regulates,2,2,4.3492823,4.3492823,"pubmed_small#240,pubmed_small#269"
chromosomal,2,2,4.3492823,4.3492823,"pubmed_small#178,pubmed_small#19"
technical,2,2,4.3492823,4.3492823,"pubmed_small#126,pubmed_small#153"
unclear,2,2,4.3492823,4.3492823,"pubmed_small#158,pubmed_small#2"
contraceptive,2,2,4.3492823,4.3492823,"pubmed_small#279,pubmed_small#70"
policies,2,2,4.3492823,4.3492823,"pubmed_small#181,pubmed_small#55"
cortisol,2,2,4.3492823,4.3492823,"pubmed_small#120,pubmed_small#260"
quiz,2,2,4.3492823,4.3492823,"pubmed_small#150,pubmed_small#176"
candidate,2,2,4.3492823,4.3492823,"pubmed_small#77,pubmed_small#84"
superficial,2,2,4.3492823,4.3492823,"pubmed_small#50,pubmed_small#9"
sulfate,2,2,4.3492823,4.3492823,"pubmed_small#241,pubmed_small#260"
occult,2,2,4.3492823,4.3492823,"pubmed_small#192,pubmed_small#56"
hypothesized,2,2,4.3492823,4.3492823,"pubmed_small#199,pubmed_small#95"
obtain,2,2,4.3492823,4.3492823,"pubmed_small#106,pubmed_small#192"
fascia,2,2,4.3492823,4.3492823,"pubmed_small#287,pubmed_small#85"
indirect,2,2,4.3492823,4.3492823,"pubmed_small#186,pubmed_small#275"
serruys,2,2,4.3492823,4.3492823,"pubmed_small#283,pubmed_small#299"
technology,2,2,4.3492823,4.3492823,"pubmed_small#10,pubmed_small#13"
vessel,2,2,4.3492823,4.3492823,"pubmed_small#203,pubmed_small#283"
clifton,2,2,4.3492823,4.3492823,"pubmed_small#195,pubmed_small#240"
hansen,2,2,4.3492823,4.3492823,"pubmed_small#204,pubmed_small#225"
episodes,2,2,4.3492823,4.3492823,"pubmed_small#64,pubmed_small#83"
longer,2,2,4.3492823,4.3492823,"pubmed_small#180,pubmed_small#285"
place,2,2,4.3492823,4.3492823,"pubmed_small#221,pubmed_small#3"
remote,2,2,4.3492823,4.3492823,"pubmed_small#31,pubmed_small#73"
hirsutism,2,2,4.3492823,4.3492823,"pubmed_small#189,pubmed_small#260"
temporary,2,2,4.3492823,4.3492823,"pubmed_small#126,pubmed_small#4"
anatomic,2,2,4.3492823,4.3492823,"pubmed_small#179,pubmed_small#293"
represents,2,2,4.3492823,4.3492823,"pubmed_small#265,pubmed_small#281"
thalamus,2,2,4.3492823,4.3492823,"pubmed_small#228,pubmed_small#68"
younger,2,2,4.3492823,4.3492823,"pubmed_small#179,pubmed_small#289"
excision,2,2,4.3492823,4.3492823,"pubmed_small#106,pubmed_small#187"
logistic,2,2,4.3492823,4.3492823,"pubmed_small#119,pubmed_small#236"
amounts,2,2,4.3492823,4.3492823,"pubmed_small#133,pubmed_small#223"
sugimachi,2,2,4.3492823,4.3492823,"pubmed_small#132,pubmed_small#16"
sepsis,2,2,4.3492823,4.3492823,"pubmed_small#256,pubmed_small#289"
subtypes,2,2,4.3492823,4.3492823,"pubmed_small#264,pubmed_small#266"
anderson,2,2,4.3492823,4.3492823,"pubmed_small#245,pubmed_small#84"
minimize,2,2,4.3492823,4.3492823,"pubmed_small#165,pubmed_small#24"
prove,2,2,4.3492823,4.3492823,"pubmed_small#285,pubmed_small#95"
progress,2,2,4.3492823,4.3492823,"pubmed_small#181,pubmed_small#71"
era,2,2,4.3492823,4.3492823,"pubmed_small#10,pubmed_small#71"
thompson,2,2,4.3492823,4.3492823,"pubmed_small#139,pubmed_small#96"
jacobs,2,2,4.3492823,4.3492823,"pubmed_small#265,pubmed_small#285"
utilizing,2,2,4.3492823,4.3492823,"pubmed_small#195,pubmed_small#33"
uncertain,2,2,4.3492823,4.3492823,"pubmed_small#218,pubmed_small#42"
leucine,2,2,4.3492823,4.3492823,"pubmed_small#108,pubmed_small#46"
limb,2,2,4.3492823,4.3492823,"pubmed_small#22,pubmed_small#228"
closely,2,2,4.3492823,4.3492823,"pubmed_small#163,pubmed_small#295"
presently,2,2,4.3492823,4.3492823,"pubmed_small#45,pubmed_small#9"
characterizes,2,2,4.3492823,4.3492823,"pubmed_small#144,pubmed_small#88"
cannon,2,2,4.3492823,4.3492823,"pubmed_small#192,pubmed_small#267"
institute,2,2,4.3492823,4.3492823,"pubmed_small#140,pubmed_small#78"
transsphenoidal,2,2,4.3492823,4.3492823,"pubmed_small#265,pubmed_small#96"
hypertrophic,2,2,4.3492823,4.3492823,"pubmed_small#177,pubmed_small#74"
objective,2,2,4.3492823,4.3492823,"pubmed_small#260,pubmed_small#79"
aggressive,2,2,4.3492823,4.3492823,"pubmed_small#109,pubmed_small#24"
fischer,2,2,4.3492823,4.3492823,"pubmed_small#134,pubmed_small#160"
neointima,2,2,4.3492823,4.3492823,"pubmed_small#283,pubmed_small#299"
collins,2,2,4.3492823,4.3492823,"pubmed_small#242,pubmed_small#77"
adequate,2,2,4.3492823,4.3492823,"pubmed_small#249,pubmed_small#45"
protocols,2,2,4.3492823,4.3492823,"pubmed_small#28,pubmed_small#45"
feedback,2,2,4.3492823,4.3492823,"pubmed_small#130,pubmed_small#240"
express,2,2,4.3492823,4.3492823,"pubmed_small#267,pubmed_small#82"
radionuclide,2,2,4.3492823,4.3492823,"pubmed_small#144,pubmed_small#164"
larger,2,2,4.3492823,4.3492823,"pubmed_small#106,pubmed_small#170"
deliver,2,2,4.3492823,4.3492823,"pubmed_small#216,pubmed_small#9"
striking,2,2,4.3492823,4.3492823,"pubmed_small#194,pubmed_small#296"
treating,2,2,4.3492823,4.3492823,"pubmed_small#23,pubmed_small#283"
incidentally,2,2,4.3492823,4.3492823,"pubmed_small#144,pubmed_small#96"
fed,2,2,4.3492823,4.3492823,"pubmed_small#113,pubmed_small#267"
mucosal,2,2,4.3492823,4.3492823,"pubmed_small#130,pubmed_small#14"
mandibular,2,2,4.3492823,4.3492823,"pubmed_small#167,pubmed_small#51"
nuclei,2,2,4.3492823,4.3492823,"pubmed_small#109,pubmed_small#192"
isocaloric,2,2,4.3492823,4.3492823,"pubmed_small#113,pubmed_small#286"
maintenance,2,2,4.3492823,4.3492823,"pubmed_small#184,pubmed_small#289"
contains,2,2,4.3492823,4.3492823,"pubmed_small#268,pubmed_small#80"
utilized,2,2,4.3492823,4.3492823,"pubmed_small#186,pubmed_small#33"
ectopic,2,2,4.3492823,4.3492823,"pubmed_small#32,pubmed_small#96"
immunohistochemically,2,2,4.3492823,4.3492823,"pubmed_small#185,pubmed_small#35"
focus,2,2,4.3492823,4.3492823,"pubmed_small#194,pubmed_small#62"
institutes,2,2,4.3492823,4.3492823,"pubmed_small#45,pubmed_small#58"
veins,2,2,4.3492823,4.3492823,"pubmed_small#118,pubmed_small#217"
stimulations,2,2,4.3492823,4.3492823,"pubmed_small#273,pubmed_small#80"
task,2,2,4.3492823,4.3492823,"pubmed_small#253,pubmed_small#258"
biosynthesis,2,2,4.3492823,4.3492823,"pubmed_small#120,pubmed_small#95"
guidelines,2,2,4.3492823,4.3492823,"pubmed_small#292,pubmed_small#89"
predicting,2,2,4.3492823,4.3492823,"pubmed_small#100,pubmed_small#65"
catecholamine,2,2,4.3492823,4.3492823,"pubmed_small#255,pubmed_small#274"
venules,2,2,4.3492823,4.3492823,"pubmed_small#210,pubmed_small#268"
ranging,2,2,4.3492823,4.3492823,"pubmed_small#282,pubmed_small#289"
medications,2,2,4.3492823,4.3492823,"pubmed_small#145,pubmed_small#24"
created,2,2,4.3492823,4.3492823,"pubmed_small#284,pubmed_small#84"
jordan,2,2,4.3492823,4.3492823,"pubmed_small#133,pubmed_small#293"
remainder,2,2,4.3492823,4.3492823,"pubmed_small#130,pubmed_small#228"
strain,2,2,4.3492823,4.3492823,"pubmed_small#256,pubmed_small#34"
variant,2,2,4.3492823,4.3492823,"pubmed_small#108,pubmed_small#178"
williams,2,2,4.3492823,4.3492823,"pubmed_small#216,pubmed_small#27"
circular,2,2,4.3492823,4.3492823,"pubmed_small#118,pubmed_small#266"
immunoblot,2,2,4.3492823,4.3492823,"pubmed_small#125,pubmed_small#226"
matsuura,2,2,4.3492823,4.3492823,"pubmed_small#12,pubmed_small#16"
marrow,2,2,4.3492823,4.3492823,"pubmed_small#280,pubmed_small#289"
kaufman,2,2,4.3492823,4.3492823,"pubmed_small#110,pubmed_small#111"
abnormality,2,2,4.3492823,4.3492823,"pubmed_small#148,pubmed_small#243"
estimated,2,2,4.3492823,4.3492823,"pubmed_small#145,pubmed_small#266"
expansion,2,2,4.3492823,4.3492823,"pubmed_small#168,pubmed_small#283"
transient,2,2,4.3492823,4.3492823,"pubmed_small#267,pubmed_small#52"
antihypertensive,2,2,4.3492823,4.3492823,"pubmed_small#155,pubmed_small#38"
suspicion,2,2,4.3492823,4.3492823,"pubmed_small#49,pubmed_small#56"
confirm,2,2,4.3492823,4.3492823,"pubmed_small#210,pubmed_small#94"
chu,2,2,4.3492823,4.3492823,"pubmed_small#248,pubmed_small#254"
siegel,2,2,4.3492823,4.3492823,"pubmed_small#142,pubmed_small#53"
seventh,2,2,4.3492823,4.3492823,"pubmed_small#138,pubmed_small#178"
oligonucleotide,2,2,4.3492823,4.3492823,"pubmed_small#138,pubmed_small#46"
nucleotide,2,2,4.3492823,4.3492823,"pubmed_small#12,pubmed_small#209"
indicators,2,2,4.3492823,4.3492823,"pubmed_small#142,pubmed_small#163"
substitution,2,2,4.3492823,4.3492823,"pubmed_small#138,pubmed_small#288"
criterion,2,2,4.3492823,4.3492823,"pubmed_small#190,pubmed_small#2"
questionnaire,2,2,4.3492823,4.3492823,"pubmed_small#145,pubmed_small#286"
multifactorial,2,2,4.3492823,4.3492823,"pubmed_small#284,pubmed_small#94"
coupling,2,2,4.3492823,4.3492823,"pubmed_small#247,pubmed_small#282"
electrically,2,2,4.3492823,4.3492823,"pubmed_small#195,pubmed_small#45"
senescence,2,2,4.3492823,4.3492823,"pubmed_small#3,pubmed_small#84"
stratified,2,2,4.3492823,4.3492823,"pubmed_small#213,pubmed_small#36"
highest,2,2,4.3492823,4.3492823,"pubmed_small#282,pubmed_small#80"
efficiency,2,2,4.3492823,4.3492823,"pubmed_small#25,pubmed_small#283"
morphologic,2,2,4.3492823,4.3492823,"pubmed_small#184,pubmed_small#204"
pregnancies,2,2,4.3492823,4.3492823,"pubmed_small#19,pubmed_small#242"
extremely,2,2,4.3492823,4.3492823,"pubmed_small#6,pubmed_small#95"
physiological,2,2,4.3492823,4.3492823,"pubmed_small#210,pubmed_small#240"
organizations,2,2,4.3492823,4.3492823,"pubmed_small#145,pubmed_small#232"
reasons,2,2,4.3492823,4.3492823,"pubmed_small#158,pubmed_small#293"
height,2,2,4.3492823,4.3492823,"pubmed_small#160,pubmed_small#286"
